City,Amsterdam,Antwerp,Athens,Barcelona,Belfast,Belgrade,Berlin,Bratislava,Brussels,Bucharest,Budapest,Copenhagen,Dresden,Dublin,Edinburgh,Faro,Frankfurt,Geneva,Glasgow,Gothenburg,Hamburg,Helsinki,Kyiv,Lisbon,Liverpool,Ljubljana,London,Luxembourg,Lyon,Madrid,Marseille,Milano,Munich,Naples,Oslo,Paris,Porto,Prague,Riga,Rome,Sevilla,Sofia,Stockholm,Tallinn,Tirana,Vienna,Vilnius,Warsaw,Zagreb,Zurich
Copenhagen,374.96,417.16,813.12,645.53,412.71,506.5,204.04,319.24,465.12,592.83,380.38,0,278.66,447.67,358.07,941.0,370.89,407.27,610.94,138.55,154.76,339.38,500.35,923.08,601.9,378.97,956.32,293.56,669.13,751.36,856.19,679.3,468.85,1004.7,276.55,623.78,801.96,214.56,286.09,934.04,892.44,619.79,344.33,318.83,614.83,495.48,310.47,255.61,424.56,349.56
Dresden,420.3,419.54,642.04,541.45,496.58,337.03,78.59,149.13,429.24,445.64,215.6,278.66,0,518.41,456.61,874.87,263.13,303.53,767.77,417.13,211.6,442.36,425.57,866.5,709.14,208.49,1044.6,229.92,518.57,673.21,671.69,458.08,238.61,733.89,555.0,556.35,756.98,41.7,323.47,673.51,811.16,454.87,555.0,409.54,441.15,218.08,321.98,186.35,251.73,233.86
Dublin,257.02,269.66,1072.07,548.86,48.52,804.24,482.67,641.37,287.81,950.45,710.81,447.67,518.41,0,111.16,669.7,383.59,435.78,96.73,438.0,400.68,741.42,932.76,631.44,75.28,612.34,153.02,355.72,416.19,548.75,516.51,527.02,495.16,784.53,447.43,297.14,503.55,532.11,731.1,712.02,667.8,927.71,608.65,735.43,862.14,616.68,758.03,682.58,660.71,449.79
Edinburgh,213.83,242.02,1051.53,599.82,63.9,767.61,415.02,592.55,273.67,899.9,662.63,358.07,456.61,111.16,0,763.93,347.83,443.98,23.92,336.26,328.82,634.54,854.52,728.83,83.4,583.94,260.73,340.03,430.48,625.47,545.3,525.09,464.67,783.35,338.28,319.24,599.82,477.61,634.97,715.05,752.72,891.19,502.73,630.62,840.35,570.38,665.18,605.08,634.35,440.1
Faro,717.99,683.86,1027.71,364.14,714.11,929.29,877.74,889.04,650.58,1108.23,928.4,941.0,874.87,669.7,763.93,0,723.6,574.68,759.15,986.27,847.51,1280.25,1253.24,53.23,682.84,779.15,590.54,655.61,551.56,205.54,483.98,628.54,739.22,726.82,1038.24,551.15,166.79,852.64,1194.19,667.58,99.9,1013.15,1154.21,1257.35,887.0,863.27,1196.69,1053.87,793.31,645.62
Frankfurt,214.45,182.36,704.17,413.9,372.34,422.31,248.66,259.75,171.52,567.8,328.27,370.89,263.13,383.59,347.83,723.6,0,175.86,589.36,481.83,216.68,563.05,587.53,711.23,498.11,236.17,806.81,68.35,298.53,527.1,486.81,336.61,187.18,724.14,605.36,294.46,597.44,160.77,471.4,628.67,667.59,546.08,712.92,536.81,493.11,374.49,477.61,350.66,286.73,125.09
Geneva,256.07,215.67,647.96,240.97,444.19,420.54,314.76,323.43,175.86,593.96,375.02,407.27,303.53,435.78,443.98,574.68,175.86,0,458.58,476.37,311.21,733.05,686.83,570.59,379.67,231.63,512.36,125.09,28.97,370.95,128.58,97.08,164.79,349.1,551.26,141.02,471.1,278.39,626.67,276.25,507.82,535.27,619.67,704.32,444.3,296.11,624.96,479.23,266.17,70.95
Glasgow,374.96,417.16,1071.35,606.75,48.22,789.04,701.69,614.97,465.12,922.66,685.06,610.94,767.77,96.73,23.92,759.15,589.36,458.58,0,574.02,563.94,655.25,878.44,722.79,139.07,604.24,387.23,357.83,710.36,626.09,890.58,866.59,775.94,1280.45,572.93,528.89,594.1,500.35,658.07,1169.96,751.1,912.71,838.24,652.06,860.17,948.08,688.6,628.99,654.49,457.52
Gothenburg,429.47,484.84,898.01,709.71,396.96,591.13,342.43,404.64,542.76,669.26,464.09,138.55,417.13,438.0,336.26,986.27,481.83,476.37,574.02,0,269.59,308.96,551.52,964.36,597.03,465.13,945.53,356.17,774.31,803.97,967.91,804.91,600.45,1141.64,138.03,701.65,839.71,301.15,301.61,1068.34,944.66,702.5,280.97,298.57,701.01,633.44,336.26,318.98,511.05,423.93
Hamburg,252.57,280.13,766.74,548.86,373.66,465.09,138.9,278.92,319.44,577.59,347.04,154.76,211.6,400.68,328.82,847.51,216.68,311.21,563.94,269.59,0,433.18,532.11,831.19,521.25,311.21,869.61,197.0,514.52,655.87,703.08,535.51,336.26,886.2,400.3,475.43,712.02,162.52,360.57,805.67,796.9,585.07,498.6,409.95,561.02,419.35,376.19,282.03,360.32,255.84
Helsinki,569.7,599.21,959.43,974.01,697.6,674.72,419.66,528.27,630.07,669.07,555.69,339.38,442.36,741.42,634.54,1280.25,563.05,733.05,655.25,308.96,433.18,0,440.55,1262.39,680.16,633.79,894.13,628.73,748.12,1088.76,856.79,728.43,590.87,873.7,298.63,729.17,1140.64,479.52,166.79,850.71,1229.69,751.0,133.6,41.7,802.73,536.51,209.68,340.75,664.47,668.05
Kyiv,683.63,687.28,581.32,893.33,904.18,378.19,452.73,364.77,693.35,164.84,328.27,500.35,425.57,932.76,854.52,1253.24,587.53,686.83,878.44,551.52,532.11,440.55,0,1254.56,857.88,285.25,1074.14,648.47,713.56,1047.75,770.08,624.73,524.95,627.25,608.66,765.96,1157.84,428.03,291.76,643.5,1174.73,233.99,473.14,402.04,295.87,391.34,146.37,250.26,470.06,618.21
Lisbon,696.03,663.71,1054.2,375.06,676.88,940.88,866.35,889.8,632.45,1120.56,932.56,923.08,866.5,631.44,728.83,53.23,711.23,570.59,722.79,964.36,831.19,1262.39,1254.56,0,649.02,783.16,545.27,642.91,545.91,211.5,489.6,631.46,735.32,747.88,1012.88,534.05,129.16,846.52,1182.63,685.42,138.73,1029.53,1134.56,1240.97,905.6,863.41,1187.32,1048.15,800.63,641.16
Liverpool,291.9,316.8,1006.18,519.86,64.8,733.23,651.88,567.62,352.71,876.8,637.27,601.9,709.14,75.28,83.4,682.84,498.11,379.67,139.07,597.03,521.25,680.16,857.88,649.02,0,543.04,354.41,288.79,580.85,542.08,755.66,746.96,679.71,1161.06,627.01,395.13,519.86,457.43,661.18,1047.75,669.7,856.91,874.69,671.69,795.51,869.27,686.62,607.79,592.16,385.94
Ljubljana,370.11,345.64,468.21,417.94,605.81,195.51,251.67,119.29,324.67,217.88,149.42,378.97,208.49,612.34,583.94,779.15,236.17,231.63,604.24,465.13,311.21,633.79,285.25,783.16,543.04,0,717.55,257.57,260.55,574.07,295.23,151.94,119.29,250.19,551.26,350.9,694.72,166.79,491.58,217.07,699.34,190.22,551.26,597.07,154.47,100.94,284.51,314.76,50.92,177.15
London,625.42,628.71,1160.29,560.21,196.98,912.87,994.45,763.73,638.92,1069.92,831.37,956.32,1044.6,153.02,260.73,590.54,806.81,512.36,387.23,945.53,869.61,894.13,1074.14,545.27,354.41,717.55,0,462.13,779.89,514.12,899.55,974.43,970.15,1370.02,958.31,596.81,425.84,661.2,882.49,1249.5,610.37,1034.36,1218.44,888.43,954.94,1179.99,908.12,824.96,762.62,544.08
Luxembourg,135.86,99.13,717.41,353.69,352.91,451.75,223.72,306.5,68.35,608.56,371.68,293.56,229.92,355.72,340.03,655.61,68.35,125.09,357.83,356.17,197.0,628.73,648.47,642.91,288.79,257.57,462.13,0,128.22,460.26,251.85,187.31,144.27,443.79,428.16,118.11,529.28,220.51,539.73,377.3,601.05,574.35,508.63,603.45,506.88,279.22,545.78,416.17,305.18,100.34
Lyon,402.68,336.49,673.44,227.34,427.08,449.36,531.21,350.9,270.57,622.92,403.45,669.13,518.57,416.19,430.48,551.56,298.53,28.97,710.36,774.31,514.52,748.12,713.56,545.91,580.85,260.55,779.89,128.22,0,349.1,200.15,198.56,303.75,593.52,890.16,190.86,444.3,301.14,646.19,475.08,487.43,563.66,1011.41,720.44,471.1,517.48,646.06,502.59,295.02,95.67
Madrid,539.28,501.68,854.53,163.9,586.48,729.39,679.06,683.5,464.77,909.1,723.44,751.36,673.21,548.75,625.47,205.54,527.1,370.95,626.09,803.97,655.87,1088.76,1047.75,211.5,542.08,574.07,514.12,460.26,349.1,0,279.24,423.13,534.89,542.2,863.4,365.55,163.9,649.34,994.7,476.84,141.09,819.28,966.32,1063.69,696.96,657.74,995.16,850.01,589.79,441.84
Marseille,602.13,535.66,625.39,124.87,534.31,454.98,699.45,407.34,469.26,634.83,444.43,856.19,671.69,516.51,545.3,483.98,486.81,128.58,890.58,967.91,703.08,856.79,770.08,489.6,755.66,295.23,899.55,251.85,200.15,279.24,0,233.74,435.61,491.9,1087.17,361.81,410.93,389.23,742.54,371.68,405.25,553.88,1194.07,826.62,441.22,612.18,736.58,584.27,311.1,188.76
Milano,516.39,458.08,551.31,270.73,531.65,329.54,499.18,261.3,402.37,506.38,301.18,679.3,458.08,527.02,525.09,628.54,336.61,97.08,866.59,804.91,535.51,728.43,624.73,631.46,746.96,151.94,974.43,187.31,198.56,423.13,233.74,0,220.2,414.26,934.91,378.47,543.4,251.48,604.56,304.32,551.31,440.89,1002.43,695.83,347.24,378.47,595.5,440.73,176.87,88.28
Munich,401.34,363.15,587.18,395.51,487.12,309.18,280.28,167.37,334.02,464.45,229.08,468.85,238.61,495.16,464.67,739.22,187.18,164.79,775.94,600.45,336.26,590.87,524.95,735.32,679.71,119.29,970.15,144.27,303.75,534.89,435.61,220.2,0,552.7,734.94,401.55,633.66,116.99,470.42,469.43,670.08,432.55,783.68,558.56,376.15,223.17,464.67,315.28,169.75,94.23
Naples,923.12,868.46,319.03,382.46,790.46,249.65,801.92,345.43,815.55,407.03,328.57,1004.7,733.89,784.53,783.35,726.82,724.14,349.1,1280.45,1141.64,886.2,873.7,627.25,747.88,1161.06,250.19,1370.02,443.79,593.52,542.2,491.9,414.26,552.7,0,1278.86,783.52,696.96,416.98,721.43,121.43,631.24,295.09,1278.86,835.13,163.9,542.24,696.1,539.28,210.74,343.46
Oslo,518.66,580.47,982.41,779.28,401.97,675.48,480.46,489.8,643.26,746.56,547.85,276.55,555.0,447.43,338.28,1038.24,605.36,551.26,572.93,138.03,400.3,298.63,608.66,1012.88,627.01,551.26,958.31,428.16,890.16,863.4,1087.17,934.91,734.94,1278.86,0,798.29,885.93,387.41,336.89,1203.83,1002.97,785.07,274.73,300.12,786.72,770.79,378.18,389.79,597.31,502.83
Paris,280.28,218.08,787.74,291.89,310.06,545.93,541.18,417.86,159.57,711.76,479.73,623.78,556.35,297.14,319.24,551.15,294.46,141.02,528.89,701.65,475.43,729.17,765.96,534.05,395.13,350.9,596.81,118.11,190.86,365.55,361.81,378.47,401.55,783.52,798.29,0,416.07,338.29,651.74,665.71,506.13,665.15,965.42,707.0,581.95,624.13,660.42,534.05,392.98,174.04
Porto,572.03,541.45,1012.86,314.53,548.49,865.59,752.81,794.37,512.42,1045.23,842.79,801.96,756.98,503.55,599.82,166.79,597.44,471.1,594.1,839.71,712.02,1140.64,1157.84,129.16,519.86,694.72,425.84,529.28,444.3,163.9,410.93,543.4,633.66,696.96,885.93,416.07,0,740.39,1067.66,628.02,193.02,963.73,1011.44,1120.65,846.27,767.16,1075.04,941.38,718.32,539.81
Prague,275.09,268.27,605.55,512.42,513.62,302.61,87.43,116.99,267.83,422.31,186.3,214.56,41.7,532.11,477.61,852.64,160.77,278.39,500.35,301.15,162.52,479.52,428.03,846.52,457.43,166.79,661.2,220.51,301.14,649.34,389.23,251.48,116.99,416.98,387.41,338.29,740.39,0,353.7,379.77,785.76,422.73,387.41,445.58,402.5,99.73,347.83,201.62,210.38,207.57
Riga,515.61,535.65,792.76,864.83,693.38,511.51,316.49,378.47,558.04,503.19,396.83,286.09,323.47,731.1,634.97,1194.19,471.4,626.67,658.07,301.61,360.57,166.79,291.76,1182.63,661.18,491.58,882.49,539.73,646.19,994.7,742.54,604.56,470.42,721.43,336.89,651.74,1067.66,353.7,0,705.6,1133.62,584.4,183.5,125.09,640.13,391.16,47.92,182.24,516.09,557.32
Rome,819.55,762.23,393.16,314.53,719.56,275.76,735.3,327.41,706.54,447.58,326.34,934.04,673.51,712.02,715.05,667.58,628.67,276.25,1169.96,1068.34,805.67,850.71,643.5,685.42,1047.75,217.07,1249.5,377.3,475.08,476.84,371.68,304.32,469.43,121.43,1203.83,665.71,628.02,379.77,705.6,0,574.5,345.81,1226.97,813.68,220.23,504.14,684.8,525.51,190.2,277.37
Sevilla,679.11,642.04,929.04,281.4,708.87,840.72,818.68,812.59,605.55,1018.55,847.64,892.44,811.16,667.8,752.72,99.9,667.59,507.82,751.1,944.66,796.9,1229.69,1174.73,138.73,669.7,699.34,610.37,601.05,487.43,141.09,405.25,551.31,670.08,631.24,1002.97,506.13,193.02,785.76,1133.62,574.5,0,920.29,1107.4,1204.35,792.73,787.74,1132.78,985.26,709.63,578.29
Sofia,679.03,658.91,208.49,655.51,918.42,123.78,503.71,306.21,640.82,74.27,239.96,619.79,454.87,927.71,891.19,1013.15,546.08,535.27,912.71,702.5,585.07,751.0,233.99,1029.53,856.91,190.22,1034.36,574.35,563.66,819.28,553.88,440.89,432.55,295.09,785.07,665.15,963.73,422.73,584.4,345.81,920.29,0,720.67,709.34,79.01,324.05,326.9,420.8,272.22,491.36
Stockholm,703.2,753.4,927.29,859.39,565.38,627.55,503.45,459.34,805.98,657.93,500.99,344.33,555.0,608.65,502.73,1154.21,712.92,619.67,838.24,280.97,498.6,133.6,473.14,1134.56,874.69,551.26,1218.44,508.63,1011.41,966.32,1194.07,1002.43,783.68,1278.86,274.73,965.42,1011.44,387.41,183.5,1226.97,1107.4,720.67,0,128.81,751.02,738.08,230.19,300.29,588.68,558.39
Tallinn,552.04,579.56,917.76,945.22,692.89,633.75,389.79,489.8,608.66,627.55,515.51,318.83,409.54,735.43,630.62,1257.35,536.81,704.32,652.06,298.57,409.95,41.7,402.04,1240.97,671.69,597.07,888.43,603.45,720.44,1063.69,826.62,695.83,558.56,835.13,300.12,707.0,1120.65,445.58,125.09,813.68,1204.35,709.34,128.81,0,761.92,498.93,168.33,300.29,626.52,638.13
Tirana,626.68,600.06,211.18,534.14,859.26,128.81,489.53,297.86,575.19,149.27,250.19,614.83,441.15,862.14,840.35,887.0,493.11,444.3,860.17,701.01,561.02,802.73,295.87,905.6,795.51,154.47,954.94,506.88,471.1,696.96,441.22,347.24,376.15,163.9,786.72,581.95,846.27,402.5,640.13,220.23,792.73,79.01,751.02,761.92,0,305.15,364.05,462.21,206.58,413.42
Vienna,578.72,556.35,506.13,507.25,602.22,203.02,296.2,27.9,541.27,333.87,94.23,495.48,218.08,616.68,570.38,863.27,374.49,296.11,948.08,633.44,419.35,536.51,391.34,863.41,869.27,100.94,1179.99,279.22,517.48,657.74,612.18,378.47,223.17,542.24,770.79,624.13,767.16,99.73,391.16,504.14,787.74,324.05,738.08,498.93,305.15,0,373.25,213.86,128.34,229.08
Vilnius,533.46,550.31,752.72,860.17,722.03,477.94,322.33,357.73,569.67,275.68,368.55,310.47,321.98,758.03,665.18,1196.69,477.61,624.96,688.6,336.26,376.19,209.68,146.37,1187.32,686.62,284.51,908.12,545.78,646.06,995.16,736.58,595.5,464.67,696.1,378.18,660.42,1075.04,347.83,47.92,684.8,1132.78,326.9,230.19,168.33,364.05,373.25,0,159.61,494.62,554.62
Warsaw,435.43,442.22,628.23,708.8,654.0,334.74,205.27,198.21,452.73,361.37,215.39,255.61,186.35,682.58,605.08,1053.87,350.66,479.23,628.99,318.98,282.03,340.75,250.26,1048.15,607.79,314.76,824.96,416.17,502.59,850.01,584.27,440.73,315.28,539.28,389.79,534.05,941.38,201.62,182.24,525.51,985.26,420.8,300.29,300.29,462.21,213.86,159.61,0,335.41,408.29
Zagreb,420.54,395.26,417.47,429.47,655.27,154.41,297.04,137.62,372.9,329.54,142.73,424.56,251.73,660.71,634.35,793.31,286.73,266.17,654.49,511.05,360.32,664.47,470.06,800.63,592.16,50.92,762.62,305.18,295.02,589.79,311.1,176.87,169.75,210.74,597.31,392.98,718.32,210.38,516.09,190.2,709.63,272.22,588.68,626.52,206.58,128.34,494.62,335.41,0,219.14
Zurich,234.86,199.42,622.48,307.99,450.53,371.9,248.47,256.79,166.87,539.43,312.56,349.56,233.86,449.79,440.1,645.62,125.09,70.95,457.52,423.93,255.84,668.05,618.21,641.16,385.94,177.15,544.08,100.34,95.67,441.84,188.76,88.28,94.23,343.46,502.83,174.04,539.81,207.57,557.32,277.37,578.29,491.36,558.39,638.13,413.42,229.08,554.62,408.29,219.14,0
