City,Amsterdam,Antwerp,Athens,Barcelona,Belfast,Belgrade,Berlin,Bratislava,Brussels,Bucharest,Budapest,Copenhagen,Dresden,Dublin,Edinburgh,Faro,Frankfurt,Geneva,Glasgow,Gothenburg,Hamburg,Helsinki,Kyiv,Lisbon,Liverpool,Ljubljana,London,Luxembourg,Lyon,Madrid,Marseille,Milano,Munich,Naples,Oslo,Paris,Porto,Prague,Riga,Rome,Sevilla,Sofia,Stockholm,Tallinn,Tirana,Vienna,Vilnius,Warsaw,Zagreb,Zurich
Budapest,607.21,589.26,579.81,755.17,927.74,171.28,352.19,93.45,576.08,319.55,0,507.17,287.47,947.74,883.5,1237.87,437.69,500.03,913.41,618.78,462.72,740.92,437.69,1243.41,849.7,199.23,1108.5,495.57,537.94,964.58,592.57,401.58,305.44,438.09,730.47,639.64,1123.73,248.39,529.11,435.13,1130.19,319.95,667.99,687.35,333.58,125.64,491.4,287.18,190.3,416.75
Copenhagen,499.95,556.22,1084.16,860.7,550.29,675.33,272.06,425.66,620.16,790.44,507.17,0,371.54,596.89,477.42,1254.67,494.53,543.02,814.59,184.73,206.35,452.5,667.14,1230.77,802.54,505.3,1275.09,391.42,892.18,1001.81,1141.59,905.73,625.13,1339.6,368.74,831.7,1069.28,286.08,381.46,1245.38,1189.92,826.39,459.11,425.11,819.77,660.64,413.96,340.82,566.08,466.08
Dresden,560.4,559.39,856.05,721.93,662.11,449.38,104.78,198.84,572.32,594.19,287.47,371.54,0,691.22,608.82,1166.5,350.85,404.71,1023.7,556.17,282.14,589.81,567.42,1155.33,945.52,277.99,1392.8,306.56,691.42,897.61,895.59,610.77,318.15,978.52,740.0,741.8,1009.31,55.6,431.29,898.01,1081.55,606.49,740.0,546.05,588.21,290.78,429.31,248.46,335.64,311.82
Dublin,342.7,359.55,1429.42,731.81,64.69,1072.31,643.56,855.15,383.75,1267.26,947.74,596.89,691.22,0,148.22,892.94,511.45,581.05,128.97,584.0,534.24,988.56,1243.68,841.92,100.37,816.45,204.02,474.29,554.92,731.66,688.68,702.7,660.22,1046.04,596.57,396.19,671.4,709.47,974.8,949.37,890.41,1236.94,811.53,980.57,1149.52,822.23,1010.7,910.1,880.95,599.72
Edinburgh,285.11,322.69,1402.03,799.77,85.2,1023.48,553.36,790.07,364.89,1199.87,883.5,477.42,608.82,148.22,0,1018.57,463.77,591.97,31.89,448.35,438.43,846.05,1139.36,971.77,111.19,778.59,347.64,453.37,573.98,833.96,727.07,700.12,619.56,1044.47,451.04,425.66,799.77,636.81,846.63,953.39,1003.63,1188.26,670.3,840.83,1120.47,760.51,886.91,806.77,845.8,586.81
Faro,957.32,911.81,1370.28,485.52,952.14,1239.06,1170.32,1185.39,867.44,1477.64,1237.87,1254.67,1166.5,892.94,1018.57,0,964.8,766.25,1012.19,1315.02,1130.01,1707.0,1670.98,70.97,910.46,1038.87,787.38,874.15,735.41,274.06,645.3,838.06,985.63,969.09,1384.32,734.87,222.39,1136.86,1592.25,890.1,133.2,1350.86,1538.94,1676.46,1182.66,1151.02,1595.59,1405.16,1057.75,860.83
Frankfurt,285.93,243.15,938.89,551.87,496.45,563.08,331.55,346.34,228.69,757.07,437.69,494.53,350.85,511.45,463.77,964.8,0,234.48,785.82,642.45,288.91,750.74,783.37,948.31,664.14,314.9,1075.74,91.13,398.04,702.8,649.08,448.81,249.57,965.53,807.15,392.61,796.59,214.37,628.53,838.23,890.12,728.11,950.57,715.74,657.48,499.32,636.81,467.55,382.31,166.79
Geneva,341.43,287.56,863.94,321.3,592.25,560.72,419.68,431.24,234.48,791.95,500.03,543.02,404.71,581.05,591.97,766.25,234.48,0,611.44,635.16,414.95,977.4,915.78,760.79,506.23,308.84,683.14,166.79,38.62,494.6,171.44,129.44,219.72,465.47,735.01,188.02,628.14,371.19,835.56,368.33,677.09,713.69,826.22,939.1,592.4,394.81,833.29,638.98,354.9,94.6
Glasgow,499.95,556.22,1428.47,809.0,64.29,1052.06,935.59,819.96,620.16,1230.22,913.41,814.59,1023.7,128.97,31.89,1012.19,785.82,611.44,0,765.36,751.93,873.66,1171.25,963.72,185.43,805.66,516.31,477.1,947.15,834.79,1187.45,1155.46,1034.59,1707.27,763.91,705.19,792.13,667.14,877.43,1559.95,1001.47,1216.94,1117.65,869.42,1146.9,1264.11,918.13,838.65,872.65,610.02
Gothenburg,572.63,646.46,1197.34,946.29,529.28,788.17,456.57,539.51,723.68,892.34,618.78,184.73,556.17,584.0,448.35,1315.02,642.45,635.16,765.36,0,359.45,411.94,735.36,1285.81,796.05,620.17,1260.71,474.89,1032.41,1071.96,1290.55,1073.21,800.6,1522.19,184.05,935.53,1119.61,401.53,402.15,1424.45,1259.55,936.66,374.62,398.09,934.68,844.59,448.35,425.3,681.39,565.24
Hamburg,336.76,373.5,1022.32,731.81,498.21,620.12,185.2,371.89,425.92,770.13,462.72,206.35,282.14,534.24,438.43,1130.01,288.91,414.95,751.93,359.45,0,577.57,709.47,1108.25,695.0,414.95,1159.47,262.67,686.02,874.5,937.44,714.02,448.35,1181.6,533.74,633.9,949.37,216.69,480.76,1074.23,1062.54,780.09,664.8,546.59,748.03,559.13,501.59,376.05,480.43,341.12
Helsinki,759.6,798.95,1279.24,1298.68,930.13,899.63,559.55,704.36,840.1,892.09,740.92,452.5,589.81,988.56,846.05,1707.0,750.74,977.4,873.66,411.94,577.57,0,587.39,1683.19,906.88,845.05,1192.17,838.3,997.49,1451.69,1142.38,971.24,787.83,1164.94,398.17,972.23,1520.85,639.37,222.39,1134.28,1639.59,1001.34,178.13,55.6,1070.31,715.34,279.58,454.33,885.95,890.73
Kyiv,911.51,916.37,775.09,1191.11,1205.57,504.25,603.65,486.36,924.46,219.79,437.69,667.14,567.42,1243.68,1139.36,1670.98,783.37,915.78,1171.25,735.36,709.47,587.39,0,1672.75,1143.85,380.33,1432.19,864.63,951.41,1397.0,1026.77,832.98,699.93,836.33,811.55,1021.28,1543.78,570.7,389.01,858.0,1566.31,311.98,630.86,536.05,394.49,521.78,195.15,333.68,626.74,824.28
Lisbon,928.05,884.95,1405.6,500.08,902.51,1254.51,1155.14,1186.4,843.27,1494.08,1243.41,1230.77,1155.33,841.92,971.77,70.97,948.31,760.79,963.72,1285.81,1108.25,1683.19,1672.75,0,865.36,1044.21,727.03,857.21,727.88,282.01,652.8,841.94,980.43,997.17,1350.51,712.07,172.22,1128.7,1576.84,913.89,184.97,1372.71,1512.75,1654.63,1207.47,1151.21,1583.09,1397.53,1067.5,854.88
Liverpool,389.2,422.4,1341.58,693.15,86.4,977.64,869.17,756.82,470.28,1169.06,849.7,802.54,945.52,100.37,111.19,910.46,664.14,506.23,185.43,796.05,695.0,906.88,1143.85,865.36,0,724.05,472.55,385.06,774.46,722.77,1007.55,995.95,906.27,1548.08,836.01,526.84,693.15,609.91,881.57,1396.99,892.94,1142.55,1166.25,895.59,1060.69,1159.02,915.49,810.38,789.55,514.58
Ljubljana,493.48,460.85,624.28,557.25,807.75,260.68,335.56,159.05,432.89,290.5,199.23,505.3,277.99,816.45,778.59,1038.87,314.9,308.84,805.66,620.17,414.95,845.05,380.33,1044.21,724.05,0,956.73,343.42,347.41,765.43,393.64,202.58,159.05,333.58,735.01,467.87,926.29,222.39,655.44,289.43,932.45,253.63,735.01,796.09,205.96,134.58,379.35,419.68,67.89,236.19
London,833.89,838.28,1547.05,746.94,262.64,1217.16,1325.94,1018.31,851.9,1426.56,1108.5,1275.09,1392.8,204.02,347.64,787.38,1075.74,683.14,516.31,1260.71,1159.47,1192.17,1432.19,727.03,472.55,956.73,0,616.18,1039.86,685.49,1199.41,1299.24,1293.54,1826.69,1277.75,795.75,567.79,881.6,1176.65,1666.0,813.83,1379.15,1624.58,1184.58,1273.26,1573.33,1210.82,1099.95,1016.82,725.44
Luxembourg,181.15,132.17,956.55,471.58,470.55,602.33,298.29,408.67,91.13,811.41,495.57,391.42,306.56,474.29,453.37,874.15,91.13,166.79,477.1,474.89,262.67,838.3,864.63,857.21,385.06,343.42,616.18,0,170.97,613.68,335.8,249.74,192.37,591.72,570.88,157.48,705.71,294.01,719.64,503.07,801.4,765.8,678.17,804.61,675.84,372.29,727.7,554.89,406.91,133.78
Lyon,536.9,448.66,897.91,303.12,569.44,599.14,708.28,467.87,360.76,830.57,537.94,892.18,691.42,554.92,573.98,735.41,398.04,38.62,947.15,1032.41,686.02,997.49,951.41,727.88,774.46,347.41,1039.86,170.97,0,465.47,266.87,264.75,405.0,791.36,1186.88,254.48,592.4,401.52,861.59,633.44,649.91,751.55,1348.55,960.58,628.14,689.98,861.41,670.12,393.36,127.55
Madrid,719.05,668.91,1139.38,218.54,781.97,972.51,905.42,911.33,619.69,1212.13,964.58,1001.81,897.61,731.66,833.96,274.06,702.8,494.6,834.79,1071.96,874.5,1451.69,1397.0,282.01,722.77,765.43,685.49,613.68,465.47,0,372.32,564.17,713.19,722.93,1151.21,487.4,218.54,865.79,1326.27,635.79,188.11,1092.38,1288.42,1418.25,929.28,876.99,1326.88,1133.35,786.39,589.12
Marseille,802.83,714.21,833.85,166.5,712.41,606.64,932.6,543.11,625.68,846.44,592.57,1141.59,895.59,688.68,727.07,645.3,649.08,171.44,1187.45,1290.55,937.44,1142.38,1026.77,652.8,1007.55,393.64,1199.41,335.8,266.87,372.32,0,311.66,580.82,655.86,1449.56,482.41,547.91,518.97,990.06,495.58,540.34,738.5,1592.09,1102.15,588.29,816.25,982.1,779.02,414.79,251.68
Milano,688.51,610.77,735.08,360.98,708.87,439.38,665.57,348.4,536.5,675.17,401.58,905.73,610.77,702.7,700.12,838.06,448.81,129.44,1155.46,1073.21,714.02,971.24,832.98,841.94,995.95,202.58,1299.24,249.74,264.75,564.17,311.66,0,293.6,552.35,1246.55,504.62,724.53,335.31,806.08,405.76,735.08,587.86,1336.58,927.77,462.98,504.62,794.0,587.64,235.83,117.71
Munich,535.12,484.2,782.91,527.34,649.5,412.24,373.71,223.16,445.35,619.27,305.44,625.13,318.15,660.22,619.56,985.63,249.57,219.72,1034.59,800.6,448.35,787.83,699.93,980.43,906.27,159.05,1293.54,192.37,405.0,713.19,580.82,293.6,0,736.93,979.92,535.4,844.88,155.98,627.22,625.9,893.43,576.73,1044.91,744.75,501.53,297.56,619.56,420.37,226.33,125.64
Naples,1230.83,1157.94,425.38,509.95,1053.94,332.87,1069.23,460.58,1087.4,542.71,438.09,1339.6,978.52,1046.04,1044.47,969.09,965.53,465.47,1707.27,1522.19,1181.6,1164.94,836.33,997.17,1548.08,333.58,1826.69,591.72,791.36,722.93,655.86,552.35,736.93,0,1705.14,1044.7,929.28,555.97,961.91,161.9,841.65,393.45,1705.14,1113.51,218.54,722.99,928.14,719.05,280.99,457.95
Oslo,691.55,773.96,1309.88,1039.04,535.96,900.64,640.61,653.07,857.68,995.41,730.47,368.74,740.0,596.57,451.04,1384.32,807.15,735.01,763.91,184.05,533.74,398.17,811.55,1350.51,836.01,735.01,1277.75,570.88,1186.88,1151.21,1449.56,1246.55,979.92,1705.14,0,1064.39,1181.23,516.54,449.19,1605.11,1337.29,1046.76,366.31,400.15,1048.97,1027.72,504.24,519.72,796.41,670.44
Paris,373.71,290.78,1050.32,389.18,413.42,727.9,721.57,557.15,212.76,949.01,639.64,831.7,741.8,396.19,425.66,734.87,392.61,188.02,705.19,935.53,633.9,972.23,1021.28,712.07,526.84,467.87,795.75,157.48,254.48,487.4,482.41,504.62,535.4,1044.7,1064.39,0,554.76,451.06,868.98,887.61,674.84,886.87,1287.23,942.67,775.93,832.18,880.57,712.07,523.97,232.06
Porto,762.7,721.93,1350.48,419.37,731.33,1154.12,1003.75,1059.16,683.22,1393.64,1123.73,1069.28,1009.31,671.4,799.77,222.39,796.59,628.14,792.13,1119.61,949.37,1520.85,1543.78,172.22,693.15,926.29,567.79,705.71,592.4,218.54,547.91,724.53,844.88,929.28,1181.23,554.76,0,987.19,1423.55,837.35,257.37,1284.97,1348.59,1494.2,1128.35,1022.89,1433.39,1255.18,957.76,719.75
Prague,366.78,357.7,807.41,683.22,684.83,403.49,116.57,155.98,357.11,563.08,248.39,286.08,55.6,709.47,636.81,1136.86,214.37,371.19,667.14,401.53,216.69,639.37,570.7,1128.7,609.91,222.39,881.6,294.01,401.52,865.79,518.97,335.31,155.98,555.97,516.54,451.06,987.19,0,471.6,506.36,1047.68,563.64,516.54,594.1,536.66,132.98,463.77,268.83,280.51,276.77
Riga,687.48,714.2,1057.02,1153.11,924.5,682.02,421.98,504.62,744.06,670.91,529.11,381.46,431.29,974.8,846.63,1592.25,628.53,835.56,877.43,402.15,480.76,222.39,389.01,1576.84,881.57,655.44,1176.65,719.64,861.59,1326.27,990.06,806.08,627.22,961.91,449.19,868.98,1423.55,471.6,0,940.8,1511.5,779.2,244.67,166.79,853.5,521.55,63.89,242.98,688.12,743.09
Rome,1092.73,1016.3,524.22,419.37,959.41,367.68,980.4,436.55,942.05,596.77,435.13,1245.38,898.01,949.37,953.39,890.1,838.23,368.33,1559.95,1424.45,1074.23,1134.28,858.0,913.89,1396.99,289.43,1666.0,503.07,633.44,635.79,495.58,405.76,625.9,161.9,1605.11,887.61,837.35,506.36,940.8,0,766.0,461.08,1635.96,1084.91,293.64,672.18,913.07,700.68,253.6,369.83
Sevilla,905.48,856.05,1238.71,375.2,945.16,1120.96,1091.58,1083.45,807.41,1358.07,1130.19,1189.92,1081.55,890.41,1003.63,133.2,890.12,677.09,1001.47,1259.55,1062.54,1639.59,1566.31,184.97,892.94,932.45,813.83,801.4,649.91,188.11,540.34,735.08,893.43,841.65,1337.29,674.84,257.37,1047.68,1511.5,766.0,0,1227.05,1476.54,1605.8,1056.98,1050.32,1510.37,1313.68,946.18,771.06
Sofia,905.38,878.55,277.99,874.01,1224.55,165.04,671.61,408.28,854.43,99.02,319.95,826.39,606.49,1236.94,1188.26,1350.86,728.11,713.69,1216.94,936.66,780.09,1001.34,311.98,1372.71,1142.55,253.63,1379.15,765.8,751.55,1092.38,738.5,587.86,576.73,393.45,1046.76,886.87,1284.97,563.64,779.2,461.08,1227.05,0,960.9,945.79,105.34,432.07,435.86,561.06,362.96,655.15
Stockholm,937.6,1004.54,1236.39,1145.86,753.85,836.74,671.27,612.45,1074.63,877.24,667.99,459.11,740.0,811.53,670.3,1538.94,950.57,826.22,1117.65,374.62,664.8,178.13,630.86,1512.75,1166.25,735.01,1624.58,678.17,1348.55,1288.42,1592.09,1336.58,1044.91,1705.14,366.31,1287.23,1348.59,516.54,244.67,1635.96,1476.54,960.9,0,171.75,1001.36,984.11,306.92,400.38,784.91,744.52
Tallinn,736.05,772.74,1223.68,1260.29,923.86,845.0,519.72,653.07,811.55,836.74,687.35,425.11,546.05,980.57,840.83,1676.46,715.74,939.1,869.42,398.09,546.59,55.6,536.05,1654.63,895.59,796.09,1184.58,804.61,960.58,1418.25,1102.15,927.77,744.75,1113.51,400.15,942.67,1494.2,594.1,166.79,1084.91,1605.8,945.79,171.75,0,1015.89,665.24,224.44,400.38,835.36,850.84
Tirana,835.57,800.08,281.58,712.19,1145.68,171.75,652.7,397.14,766.92,199.03,333.58,819.77,588.21,1149.52,1120.47,1182.66,657.48,592.4,1146.9,934.68,748.03,1070.31,394.49,1207.47,1060.69,205.96,1273.26,675.84,628.14,929.28,588.29,462.98,501.53,218.54,1048.97,775.93,1128.35,536.66,853.5,293.64,1056.98,105.34,1001.36,1015.89,0,406.87,485.4,616.28,275.44,551.23
Vienna,771.63,741.8,674.84,676.33,802.96,270.7,394.93,37.2,721.69,445.16,125.64,660.64,290.78,822.23,760.51,1151.02,499.32,394.81,1264.11,844.59,559.13,715.34,521.78,1151.21,1159.02,134.58,1573.33,372.29,689.98,876.99,816.25,504.62,297.56,722.99,1027.72,832.18,1022.89,132.98,521.55,672.18,1050.32,432.07,984.11,665.24,406.87,0,497.67,285.14,171.12,305.44
Vilnius,711.28,733.75,1003.63,1146.9,962.71,637.25,429.77,476.97,759.56,367.57,491.4,413.96,429.31,1010.7,886.91,1595.59,636.81,833.29,918.13,448.35,501.59,279.58,195.15,1583.09,915.49,379.35,1210.82,727.7,861.41,1326.88,982.1,794.0,619.56,928.14,504.24,880.57,1433.39,463.77,63.89,913.07,1510.37,435.86,306.92,224.44,485.4,497.67,0,212.81,659.49,739.49
Warsaw,580.57,589.63,837.64,945.07,872.0,446.32,273.7,264.28,603.65,481.82,287.18,340.82,248.46,910.1,806.77,1405.16,467.55,638.98,838.65,425.3,376.05,454.33,333.68,1397.53,810.38,419.68,1099.95,554.89,670.12,1133.35,779.02,587.64,420.37,719.05,519.72,712.07,1255.18,268.83,242.98,700.68,1313.68,561.06,400.38,400.38,616.28,285.14,212.81,0,447.22,544.38
Zagreb,560.72,527.01,556.63,572.63,873.69,205.88,396.05,183.5,497.2,439.38,190.3,566.08,335.64,880.95,845.8,1057.75,382.31,354.9,872.65,681.39,480.43,885.95,626.74,1067.5,789.55,67.89,1016.82,406.91,393.36,786.39,414.79,235.83,226.33,280.99,796.41,523.97,957.76,280.51,688.12,253.6,946.18,362.96,784.91,835.36,275.44,171.12,659.49,447.22,0,292.19
Zurich,313.15,265.89,829.98,410.65,600.71,495.86,331.29,342.39,222.5,719.24,416.75,466.08,311.82,599.72,586.81,860.83,166.79,94.6,610.02,565.24,341.12,890.73,824.28,854.88,514.58,236.19,725.44,133.78,127.55,589.12,251.68,117.71,125.64,457.95,670.44,232.06,719.75,276.77,743.09,369.83,771.06,655.15,744.52,850.84,551.23,305.44,739.49,544.38,292.19,0
