City,Amsterdam,Antwerp,Athens,Barcelona,Belfast,Belgrade,Berlin,Bratislava,Brussels,Bucharest,Budapest,Copenhagen,Dresden,Dublin,Edinburgh,Faro,Frankfurt,Geneva,Glasgow,Gothenburg,Hamburg,Helsinki,Kyiv,Lisbon,Liverpool,Ljubljana,London,Luxembourg,Lyon,Madrid,Marseille,Milano,Munich,Naples,Oslo,Paris,Porto,Prague,Riga,Rome,Sevilla,Sofia,Stockholm,Tallinn,Tirana,Vienna,Vilnius,Warsaw,Zagreb,Zurich
Luxembourg,3.62,2.64,19.13,9.43,9.41,12.05,5.97,8.17,1.82,16.23,9.91,7.83,6.13,9.49,9.07,17.48,1.82,3.34,9.54,9.5,5.25,16.77,17.29,17.14,7.7,6.87,12.32,0,3.42,12.27,6.72,4.99,3.85,11.83,11.42,3.15,14.11,5.88,14.39,10.06,16.03,15.32,13.56,16.09,13.52,7.45,14.55,11.1,8.14,2.68
Lyon,6.71,5.61,17.96,6.06,11.39,11.98,8.85,9.36,4.51,16.61,10.76,11.15,8.64,11.1,11.48,14.71,4.98,0.77,11.84,12.91,8.58,19.95,19.03,14.56,9.68,6.95,13.0,3.42,0,9.31,3.34,3.31,5.06,9.89,14.84,3.18,11.85,8.03,17.23,7.92,13.0,15.03,16.86,19.21,12.56,8.62,17.23,13.4,7.87,2.55
Madrid,14.38,13.38,22.79,4.37,15.64,19.45,18.11,18.23,12.39,24.24,19.29,20.04,17.95,14.63,16.68,5.48,14.06,9.89,16.7,21.44,17.49,29.03,27.94,5.64,14.46,15.31,13.71,12.27,9.31,0,7.45,11.28,14.26,14.46,23.02,9.75,4.37,17.32,26.53,12.72,3.76,21.85,25.77,28.36,18.59,17.54,26.54,22.67,15.73,11.78
Marseille,10.04,8.93,16.68,3.33,14.25,12.13,11.66,10.86,7.82,16.93,11.85,14.27,11.19,13.77,14.54,12.91,8.11,3.43,14.84,16.13,11.72,22.85,20.54,13.06,12.59,7.87,14.99,6.72,3.34,7.45,0,3.9,7.26,8.2,18.12,6.03,10.96,10.38,19.8,6.19,10.81,14.77,19.9,22.04,11.77,10.2,19.64,15.58,8.3,5.03
Milano,8.61,7.63,14.7,7.22,14.18,8.79,8.32,6.97,6.71,13.5,8.03,11.32,7.63,14.05,14.0,16.76,5.61,2.59,14.44,13.42,8.93,19.42,16.66,16.84,12.45,4.05,16.24,4.99,3.31,11.28,3.9,0,3.67,6.9,15.58,6.31,14.49,6.71,16.12,5.07,14.7,11.76,16.71,18.56,9.26,6.31,15.88,11.75,4.72,2.35
Munich,6.69,6.05,15.66,10.55,12.99,8.24,4.67,4.46,5.57,12.39,6.11,7.81,3.98,13.2,12.39,19.71,3.12,4.39,12.93,10.01,5.6,15.76,14.0,19.61,11.33,3.18,16.17,3.85,5.06,14.26,7.26,3.67,0,9.21,12.25,6.69,16.9,3.12,12.54,7.82,17.87,11.53,13.06,14.9,10.03,3.72,12.39,8.41,4.53,2.51
Naples,15.39,14.47,8.51,10.2,21.08,6.66,13.37,9.21,13.59,10.85,8.76,16.74,12.23,20.92,20.89,19.38,12.07,9.31,21.34,19.03,14.77,23.3,16.73,19.94,19.35,6.67,22.83,11.83,9.89,14.46,8.2,6.9,9.21,0,21.31,13.06,18.59,11.12,19.24,2.02,16.83,7.87,21.31,22.27,4.37,9.04,18.56,14.38,5.62,9.16
Oslo,8.64,9.67,26.2,20.78,10.72,18.01,8.01,13.06,10.72,19.91,14.61,4.61,9.25,11.93,9.02,27.69,10.09,14.7,9.55,2.3,6.67,7.96,16.23,27.01,10.45,14.7,15.97,11.42,14.84,23.02,18.12,15.58,12.25,21.31,0,13.3,23.62,10.33,8.98,20.06,26.75,20.94,4.58,8.0,20.98,12.85,10.08,10.39,15.93,13.41
Paris,4.67,3.63,21.01,7.78,8.27,14.56,9.02,11.14,2.66,18.98,12.79,10.4,9.27,7.92,8.51,14.7,4.91,3.76,8.81,11.69,7.92,19.44,20.43,14.24,6.59,9.36,9.95,3.15,3.18,9.75,6.03,6.31,6.69,13.06,13.3,0,11.1,9.02,17.38,11.1,13.5,17.74,16.09,18.85,15.52,10.4,17.61,14.24,10.48,4.64
Porto,15.25,14.44,27.01,8.39,14.63,23.08,20.07,21.18,13.66,27.87,22.47,21.39,20.19,13.43,16.0,4.45,15.93,12.56,15.84,22.39,18.99,30.42,30.88,3.44,13.86,18.53,11.36,14.11,11.85,4.37,10.96,14.49,16.9,18.59,23.62,11.1,0,19.74,28.47,16.75,5.15,25.7,26.97,29.88,22.57,20.46,28.67,25.1,19.16,14.39
Prague,7.34,7.15,16.15,13.66,13.7,8.07,2.33,3.12,7.14,11.26,4.97,5.72,1.11,14.19,12.74,22.74,4.29,7.42,13.34,8.03,4.33,12.79,11.41,22.57,12.2,4.45,17.63,5.88,8.03,17.32,10.38,6.71,3.12,11.12,10.33,9.02,19.74,0,9.43,10.13,20.95,11.27,10.33,11.88,10.73,2.66,9.28,5.38,5.61,5.54
Riga,13.75,14.28,21.14,23.06,18.49,13.64,8.44,10.09,14.88,13.42,10.58,7.63,8.63,19.5,16.93,31.84,12.57,16.71,17.55,8.04,9.62,4.45,7.78,31.54,17.63,13.11,23.53,14.39,17.23,26.53,19.8,16.12,12.54,19.24,8.98,17.38,28.47,9.43,0,18.82,30.23,15.58,4.89,3.34,17.07,10.43,1.28,4.86,13.76,14.86
Rome,13.66,12.7,10.48,8.39,19.19,7.35,12.26,8.73,11.78,11.94,8.7,15.57,11.23,18.99,19.07,17.8,10.48,7.37,19.5,17.81,13.43,22.69,17.16,18.28,17.46,5.79,20.83,10.06,7.92,12.72,6.19,5.07,7.82,2.02,20.06,11.1,16.75,10.13,18.82,0,15.32,9.22,20.45,21.7,5.87,8.4,18.26,14.01,5.07,7.4
Sevilla,18.11,17.12,24.77,7.5,18.9,22.42,21.83,21.67,16.15,27.16,22.6,23.8,21.63,17.81,20.07,2.66,17.8,13.54,20.03,25.19,21.25,32.79,31.33,3.7,17.86,18.65,16.28,16.03,13.0,3.76,10.81,14.7,17.87,16.83,26.75,13.5,5.15,20.95,30.23,15.32,0,24.54,29.53,32.12,21.14,21.01,30.21,26.27,18.92,15.42
Sofia,18.11,17.57,5.56,17.48,24.49,3.3,13.43,8.17,17.09,3.3,6.4,16.53,12.13,24.74,23.77,27.02,14.56,14.27,24.34,18.73,15.6,20.03,10.4,27.45,22.85,8.45,27.58,15.32,15.03,21.85,14.77,11.76,11.53,7.87,20.94,17.74,25.7,11.27,15.58,9.22,24.54,0,19.22,18.92,3.51,8.64,14.53,11.22,7.26,13.1
Stockholm,11.72,12.56,24.73,22.92,15.08,16.73,8.39,12.25,13.43,17.54,13.36,5.74,9.25,16.23,13.41,30.78,11.88,16.52,13.97,4.68,8.31,3.56,12.62,30.25,14.58,14.7,20.31,13.56,16.86,25.77,19.9,16.71,13.06,21.31,4.58,16.09,26.97,10.33,4.89,20.45,29.53,19.22,0,3.44,20.03,12.3,6.14,8.01,15.7,14.89
Tallinn,14.72,15.45,24.47,25.21,18.48,16.9,10.39,13.06,16.23,16.73,13.75,8.5,10.92,19.61,16.82,33.53,14.31,18.78,17.39,7.96,10.93,1.11,10.72,33.09,17.91,15.92,23.69,16.09,19.21,28.36,22.04,18.56,14.9,22.27,8.0,18.85,29.88,11.88,3.34,21.7,32.12,18.92,3.44,0,20.32,13.3,4.49,8.01,16.71,17.02
Tirana,16.71,16.0,5.63,14.24,22.91,3.44,13.05,7.94,15.34,6.63,6.67,16.4,11.76,22.99,22.41,23.65,13.15,11.85,22.94,18.69,14.96,21.41,13.15,24.15,21.21,6.87,25.47,13.52,12.56,18.59,11.77,9.26,10.03,4.37,20.98,15.52,22.57,10.73,17.07,5.87,21.14,3.51,20.03,20.32,0,8.14,16.18,12.33,5.51,11.02
Vienna,9.65,9.27,13.5,13.53,16.06,5.41,4.94,0.74,9.02,8.9,2.51,8.26,3.63,16.44,15.21,23.02,6.24,7.9,15.8,10.56,6.99,14.31,10.44,23.02,14.49,2.69,19.67,7.45,8.62,17.54,10.2,6.31,3.72,9.04,12.85,10.4,20.46,2.66,10.43,8.4,21.01,8.64,12.3,13.3,8.14,0,9.95,5.7,3.42,6.11
Vilnius,14.23,14.67,20.07,22.94,19.25,12.75,8.6,9.54,15.19,12.25,9.83,8.28,8.59,20.21,17.74,31.91,12.74,16.67,18.36,8.97,10.03,5.59,6.51,31.66,18.31,12.65,24.22,14.55,17.23,26.54,19.64,15.88,12.39,18.56,10.08,17.61,28.67,9.28,1.28,18.26,30.21,14.53,6.14,4.49,16.18,9.95,0,4.26,13.19,14.79
Warsaw,11.61,11.79,16.75,18.9,17.44,8.93,5.47,5.29,12.07,9.64,5.74,6.82,4.97,18.2,16.14,28.1,9.35,12.78,16.77,8.51,7.52,9.09,6.67,27.95,16.21,8.39,22.0,11.1,13.4,22.67,15.58,11.75,8.41,14.38,10.39,14.24,25.1,5.38,4.86,14.01,26.27,11.22,8.01,8.01,12.33,5.7,4.26,0,8.94,10.89
Zagreb,11.21,10.54,11.13,11.45,17.47,4.12,7.92,3.67,9.94,8.79,3.81,11.32,6.71,17.62,16.92,21.16,7.65,7.1,17.45,13.63,9.61,17.72,12.53,21.35,15.79,1.36,20.34,8.14,7.87,15.73,8.3,4.72,4.53,5.62,15.93,10.48,19.16,5.61,13.76,5.07,18.92,7.26,15.7,16.71,5.51,3.42,13.19,8.94,0,5.84
Zurich,6.26,5.32,16.6,8.21,12.01,9.92,6.63,6.85,4.45,14.38,8.33,9.32,6.24,11.99,11.74,17.22,3.34,1.89,12.2,11.3,6.82,17.81,16.49,17.1,10.29,4.72,14.51,2.68,2.55,11.78,5.03,2.35,2.51,9.16,13.41,4.64,14.39,5.54,14.86,7.4,15.42,13.1,14.89,17.02,11.02,6.11,14.79,10.89,5.84,0
