City,Amsterdam,Antwerp,Athens,Barcelona,Belfast,Belgrade,Berlin,Bratislava,Brussels,Bucharest,Budapest,Copenhagen,Dresden,Dublin,Edinburgh,Faro,Frankfurt,Geneva,Glasgow,Gothenburg,Hamburg,Helsinki,Kyiv,Lisbon,Liverpool,Ljubljana,London,Luxembourg,Lyon,Madrid,Marseille,Milano,Munich,Naples,Oslo,Paris,Porto,Prague,Riga,Rome,Sevilla,Sofia,Stockholm,Tallinn,Tirana,Vienna,Vilnius,Warsaw,Zagreb,Zurich
Budapest,121.44,117.85,115.96,151.03,185.55,34.26,70.44,18.69,115.22,63.91,0,101.43,57.49,189.55,176.7,247.57,87.54,100.01,182.68,123.76,92.54,148.18,87.54,248.68,169.94,39.85,221.7,99.11,107.59,192.92,118.51,80.32,61.09,87.62,146.09,127.93,224.75,49.68,105.82,87.03,226.04,63.99,133.6,137.47,66.72,25.13,98.28,57.44,38.06,83.35
Copenhagen,99.99,111.24,216.83,172.14,110.06,135.07,54.41,85.13,124.03,158.09,101.43,0,74.31,119.38,95.48,250.93,98.91,108.6,162.92,36.95,41.27,90.5,133.43,246.15,160.51,101.06,255.02,78.28,178.44,200.36,228.32,181.15,125.03,267.92,73.75,166.34,213.86,57.22,76.29,249.08,237.98,165.28,91.82,85.02,163.95,132.13,82.79,68.16,113.22,93.22
Dresden,112.08,111.88,171.21,144.39,132.42,89.88,20.96,39.77,114.46,118.84,57.49,74.31,0,138.24,121.76,233.3,70.17,80.94,204.74,111.23,56.43,117.96,113.48,231.07,189.1,55.6,278.56,61.31,138.28,179.52,179.12,122.15,63.63,195.7,148.0,148.36,201.86,11.12,86.26,179.6,216.31,121.3,148.0,109.21,117.64,58.16,85.86,49.69,67.13,62.36
Dublin,68.54,71.91,285.88,146.36,12.94,214.46,128.71,171.03,76.75,253.45,189.55,119.38,138.24,0,29.64,178.59,102.29,116.21,25.79,116.8,106.85,197.71,248.74,168.38,20.07,163.29,40.8,94.86,110.98,146.33,137.74,140.54,132.04,209.21,119.31,79.24,134.28,141.89,194.96,189.87,178.08,247.39,162.31,196.11,229.9,164.45,202.14,182.02,176.19,119.94
Edinburgh,57.02,64.54,280.41,159.95,17.04,204.7,110.67,158.01,72.98,239.97,176.7,95.48,121.76,29.64,0,203.71,92.75,118.39,6.38,89.67,87.69,169.21,227.87,194.35,22.24,155.72,69.53,90.67,114.8,166.79,145.41,140.02,123.91,208.89,90.21,85.13,159.95,127.36,169.33,190.68,200.73,237.65,134.06,168.17,224.09,152.1,177.38,161.35,169.16,117.36
Faro,191.46,182.36,274.06,97.1,190.43,247.81,234.06,237.08,173.49,295.53,247.57,250.93,233.3,178.59,203.71,0,192.96,153.25,202.44,263.0,226.0,341.4,334.2,14.19,182.09,207.77,157.48,174.83,147.08,54.81,129.06,167.61,197.13,193.82,276.86,146.97,44.48,227.37,318.45,178.02,26.64,270.17,307.79,335.29,236.53,230.2,319.12,281.03,211.55,172.17
Frankfurt,57.19,48.63,187.78,110.37,99.29,112.62,66.31,69.27,45.74,151.41,87.54,98.91,70.17,102.29,92.75,192.96,0,46.9,157.16,128.49,57.78,150.15,156.67,189.66,132.83,62.98,215.15,18.23,79.61,140.56,129.82,89.76,49.91,193.11,161.43,78.52,159.32,42.87,125.71,167.65,178.02,145.62,190.11,143.15,131.5,99.86,127.36,93.51,76.46,33.36
Geneva,68.29,57.51,172.79,64.26,118.45,112.14,83.94,86.25,46.9,158.39,100.01,108.6,80.94,116.21,118.39,153.25,46.9,0,122.29,127.03,82.99,195.48,183.16,152.16,101.25,61.77,136.63,33.36,7.72,98.92,34.29,25.89,43.94,93.09,147.0,37.6,125.63,74.24,167.11,73.67,135.42,142.74,165.24,187.82,118.48,78.96,166.66,127.8,70.98,18.92
Glasgow,99.99,111.24,285.69,161.8,12.86,210.41,187.12,163.99,124.03,246.04,182.68,162.92,204.74,25.79,6.38,202.44,157.16,122.29,0,153.07,150.39,174.73,234.25,192.74,37.09,161.13,103.26,95.42,189.43,166.96,237.49,231.09,206.92,341.45,152.78,141.04,158.43,133.43,175.49,311.99,200.29,243.39,223.53,173.88,229.38,252.82,183.63,167.73,174.53,122.0
Gothenburg,114.53,129.29,239.47,189.26,105.86,157.63,91.31,107.9,144.74,178.47,123.76,36.95,111.23,116.8,89.67,263.0,128.49,127.03,153.07,0,71.89,82.39,147.07,257.16,159.21,124.03,252.14,94.98,206.48,214.39,258.11,214.64,160.12,304.44,36.81,187.11,223.92,80.31,80.43,284.89,251.91,187.33,74.92,79.62,186.94,168.92,89.67,85.06,136.28,113.05
Hamburg,67.35,74.7,204.46,146.36,99.64,124.02,37.04,74.38,85.18,154.03,92.54,41.27,56.43,106.85,87.69,226.0,57.78,82.99,150.39,71.89,0,115.51,141.89,221.65,139.0,82.99,231.89,52.53,137.2,174.9,187.49,142.8,89.67,236.32,106.75,126.78,189.87,43.34,96.15,214.85,212.51,156.02,132.96,109.32,149.61,111.83,100.32,75.21,96.09,68.22
Helsinki,151.92,159.79,255.85,259.74,186.03,179.93,111.91,140.87,168.02,178.42,148.18,90.5,117.96,197.71,169.21,341.4,150.15,195.48,174.73,82.39,115.51,0,117.48,336.64,181.38,169.01,238.43,167.66,199.5,290.34,228.48,194.25,157.57,232.99,79.63,194.45,304.17,127.87,44.48,226.86,327.92,200.27,35.63,11.12,214.06,143.07,55.92,90.87,177.19,178.15
Kyiv,182.3,183.27,155.02,238.22,241.11,100.85,120.73,97.27,184.89,43.96,87.54,133.43,113.48,248.74,227.87,334.2,156.67,183.16,234.25,147.07,141.89,117.48,0,334.55,228.77,76.07,286.44,172.93,190.28,279.4,205.35,166.6,139.99,167.27,162.31,204.26,308.76,114.14,77.8,171.6,313.26,62.4,126.17,107.21,78.9,104.36,39.03,66.74,125.35,164.86
Lisbon,185.61,176.99,281.12,100.02,180.5,250.9,231.03,237.28,168.65,298.82,248.68,246.15,231.07,168.38,194.35,14.19,189.66,152.16,192.74,257.16,221.65,336.64,334.55,0,173.07,208.84,145.41,171.44,145.58,56.4,130.56,168.39,196.09,199.43,270.1,142.41,34.44,225.74,315.37,182.78,36.99,274.54,302.55,330.93,241.49,230.24,316.62,279.51,213.5,170.98
Liverpool,77.84,84.48,268.32,138.63,17.28,195.53,173.83,151.36,94.06,233.81,169.94,160.51,189.1,20.07,22.24,182.09,132.83,101.25,37.09,159.21,139.0,181.38,228.77,173.07,0,144.81,94.51,77.01,154.89,144.55,201.51,199.19,181.25,309.62,167.2,105.37,138.63,121.98,176.31,279.4,178.59,228.51,233.25,179.12,212.14,231.8,183.1,162.08,157.91,102.92
Ljubljana,98.7,92.17,124.86,111.45,161.55,52.14,67.11,31.81,86.58,58.1,39.85,101.06,55.6,163.29,155.72,207.77,62.98,61.77,161.13,124.03,82.99,169.01,76.07,208.84,144.81,0,191.35,68.68,69.48,153.09,78.73,40.52,31.81,66.72,147.0,93.57,185.26,44.48,131.09,57.89,186.49,50.73,147.0,159.22,41.19,26.92,75.87,83.94,13.58,47.24
London,166.78,167.66,309.41,149.39,52.53,243.43,265.19,203.66,170.38,285.31,221.7,255.02,278.56,40.8,69.53,157.48,215.15,136.63,103.26,252.14,231.89,238.43,286.44,145.41,94.51,191.35,0,123.24,207.97,137.1,239.88,259.85,258.71,365.34,255.55,159.15,113.56,176.32,235.33,333.2,162.77,275.83,324.92,236.92,254.65,314.67,242.16,219.99,203.36,145.09
Luxembourg,36.23,26.43,191.31,94.32,94.11,120.47,59.66,81.73,18.23,162.28,99.11,78.28,61.31,94.86,90.67,174.83,18.23,33.36,95.42,94.98,52.53,167.66,172.93,171.44,77.01,68.68,123.24,0,34.19,122.74,67.16,49.95,38.47,118.34,114.18,31.5,141.14,58.8,143.93,100.61,160.28,153.16,135.63,160.92,135.17,74.46,145.54,110.98,81.38,26.76
Lyon,107.38,89.73,179.58,60.62,113.89,119.83,141.66,93.57,72.15,166.11,107.59,178.44,138.28,110.98,114.8,147.08,79.61,7.72,189.43,206.48,137.2,199.5,190.28,145.58,154.89,69.48,207.97,34.19,0,93.09,53.37,52.95,81.0,158.27,237.38,50.9,118.48,80.3,172.32,126.69,129.98,150.31,269.71,192.12,125.63,138.0,172.28,134.02,78.67,25.51
Madrid,143.81,133.78,227.88,43.71,156.39,194.5,181.08,182.27,123.94,242.43,192.92,200.36,179.52,146.33,166.79,54.81,140.56,98.92,166.96,214.39,174.9,290.34,279.4,56.4,144.55,153.09,137.1,122.74,93.09,0,74.46,112.83,142.64,144.59,230.24,97.48,43.71,173.16,265.25,127.16,37.62,218.48,257.68,283.65,185.86,175.4,265.38,226.67,157.28,117.82
Marseille,160.57,142.84,166.77,33.3,142.48,121.33,186.52,108.62,125.14,169.29,118.51,228.32,179.12,137.74,145.41,129.06,129.82,34.29,237.49,258.11,187.49,228.48,205.35,130.56,201.51,78.73,239.88,67.16,53.37,74.46,0,62.33,116.16,131.17,289.91,96.48,109.58,103.79,198.01,99.12,108.07,147.7,318.42,220.43,117.66,163.25,196.42,155.8,82.96,50.34
Milano,137.7,122.15,147.02,72.2,141.77,87.88,133.11,69.68,107.3,135.03,80.32,181.15,122.15,140.54,140.02,167.61,89.76,25.89,231.09,214.64,142.8,194.25,166.6,168.39,199.19,40.52,259.85,49.95,52.95,112.83,62.33,0,58.72,110.47,249.31,100.92,144.91,67.06,161.22,81.15,147.02,117.57,267.32,185.55,92.6,100.92,158.8,117.53,47.17,23.54
Munich,107.02,96.84,156.58,105.47,129.9,82.45,74.74,44.63,89.07,123.85,61.09,125.03,63.63,132.04,123.91,197.13,49.91,43.94,206.92,160.12,89.67,157.57,139.99,196.09,181.25,31.81,258.71,38.47,81.0,142.64,116.16,58.72,0,147.39,195.98,107.08,168.98,31.2,125.44,125.18,178.69,115.35,208.98,148.95,100.31,59.51,123.91,84.07,45.27,25.13
Naples,246.17,231.59,85.08,101.99,210.79,66.57,213.85,92.12,217.48,108.54,87.62,267.92,195.7,209.21,208.89,193.82,193.11,93.09,341.45,304.44,236.32,232.99,167.27,199.43,309.62,66.72,365.34,118.34,158.27,144.59,131.17,110.47,147.39,0,341.03,208.94,185.86,111.19,192.38,32.38,168.33,78.69,341.03,222.7,43.71,144.6,185.63,143.81,56.2,91.59
Oslo,138.31,154.79,261.98,207.81,107.19,180.13,128.12,130.61,171.54,199.08,146.09,73.75,148.0,119.31,90.21,276.86,161.43,147.0,152.78,36.81,106.75,79.63,162.31,270.1,167.2,147.0,255.55,114.18,237.38,230.24,289.91,249.31,195.98,341.03,0,212.88,236.25,103.31,89.84,321.02,267.46,209.35,73.26,80.03,209.79,205.54,100.85,103.94,159.28,134.09
Paris,74.74,58.16,210.06,77.84,82.68,145.58,144.31,111.43,42.55,189.8,127.93,166.34,148.36,79.24,85.13,146.97,78.52,37.6,141.04,187.11,126.78,194.45,204.26,142.41,105.37,93.57,159.15,31.5,50.9,97.48,96.48,100.92,107.08,208.94,212.88,0,110.95,90.21,173.8,177.52,134.97,177.37,257.45,188.53,155.19,166.44,176.11,142.41,104.79,46.41
Porto,152.54,144.39,270.1,83.87,146.27,230.82,200.75,211.83,136.64,278.73,224.75,213.86,201.86,134.28,159.95,44.48,159.32,125.63,158.43,223.92,189.87,304.17,308.76,34.44,138.63,185.26,113.56,141.14,118.48,43.71,109.58,144.91,168.98,185.86,236.25,110.95,0,197.44,284.71,167.47,51.47,256.99,269.72,298.84,225.67,204.58,286.68,251.04,191.55,143.95
Prague,73.36,71.54,161.48,136.64,136.97,80.7,23.31,31.2,71.42,112.62,49.68,57.22,11.12,141.89,127.36,227.37,42.87,74.24,133.43,80.31,43.34,127.87,114.14,225.74,121.98,44.48,176.32,58.8,80.3,173.16,103.79,67.06,31.2,111.19,103.31,90.21,197.44,0,94.32,101.27,209.54,112.73,103.31,118.82,107.33,26.6,92.75,53.77,56.1,55.35
Riga,137.5,142.84,211.4,230.62,184.9,136.4,84.4,100.92,148.81,134.18,105.82,76.29,86.26,194.96,169.33,318.45,125.71,167.11,175.49,80.43,96.15,44.48,77.8,315.37,176.31,131.09,235.33,143.93,172.32,265.25,198.01,161.22,125.44,192.38,89.84,173.8,284.71,94.32,0,188.16,302.3,155.84,48.93,33.36,170.7,104.31,12.78,48.6,137.62,148.62
Rome,218.55,203.26,104.84,83.87,191.88,73.54,196.08,87.31,188.41,119.35,87.03,249.08,179.6,189.87,190.68,178.02,167.65,73.67,311.99,284.89,214.85,226.86,171.6,182.78,279.4,57.89,333.2,100.61,126.69,127.16,99.12,81.15,125.18,32.38,321.02,177.52,167.47,101.27,188.16,0,153.2,92.22,327.19,216.98,58.73,134.44,182.61,140.14,50.72,73.97
Sevilla,181.1,171.21,247.74,75.04,189.03,224.19,218.32,216.69,161.48,271.61,226.04,237.98,216.31,178.08,200.73,26.64,178.02,135.42,200.29,251.91,212.51,327.92,313.26,36.99,178.59,186.49,162.77,160.28,129.98,37.62,108.07,147.02,178.69,168.33,267.46,134.97,51.47,209.54,302.3,153.2,0,245.41,295.31,321.16,211.4,210.06,302.07,262.74,189.24,154.21
Sofia,181.08,175.71,55.6,174.8,244.91,33.01,134.32,81.66,170.89,19.8,63.99,165.28,121.3,247.39,237.65,270.17,145.62,142.74,243.39,187.33,156.02,200.27,62.4,274.54,228.51,50.73,275.83,153.16,150.31,218.48,147.7,117.57,115.35,78.69,209.35,177.37,256.99,112.73,155.84,92.22,245.41,0,192.18,189.16,21.07,86.41,87.17,112.21,72.59,131.03
Stockholm,187.52,200.91,247.28,229.17,150.77,167.35,134.25,122.49,214.93,175.45,133.6,91.82,148.0,162.31,134.06,307.79,190.11,165.24,223.53,74.92,132.96,35.63,126.17,302.55,233.25,147.0,324.92,135.63,269.71,257.68,318.42,267.32,208.98,341.03,73.26,257.45,269.72,103.31,48.93,327.19,295.31,192.18,0,34.35,200.27,196.82,61.38,80.08,156.98,148.9
Tallinn,147.21,154.55,244.74,252.06,184.77,169.0,103.94,130.61,162.31,167.35,137.47,85.02,109.21,196.11,168.17,335.29,143.15,187.82,173.88,79.62,109.32,11.12,107.21,330.93,179.12,159.22,236.92,160.92,192.12,283.65,220.43,185.55,148.95,222.7,80.03,188.53,298.84,118.82,33.36,216.98,321.16,189.16,34.35,0,203.18,133.05,44.89,80.08,167.07,170.17
Tirana,167.11,160.02,56.32,142.44,229.14,34.35,130.54,79.43,153.38,39.81,66.72,163.95,117.64,229.9,224.09,236.53,131.5,118.48,229.38,186.94,149.61,214.06,78.9,241.49,212.14,41.19,254.65,135.17,125.63,185.86,117.66,92.6,100.31,43.71,209.79,155.19,225.67,107.33,170.7,58.73,211.4,21.07,200.27,203.18,0,81.37,97.08,123.26,55.09,110.25
Vienna,154.33,148.36,134.97,135.27,160.59,54.14,78.99,7.44,144.34,89.03,25.13,132.13,58.16,164.45,152.1,230.2,99.86,78.96,252.82,168.92,111.83,143.07,104.36,230.24,231.8,26.92,314.67,74.46,138.0,175.4,163.25,100.92,59.51,144.6,205.54,166.44,204.58,26.6,104.31,134.44,210.06,86.41,196.82,133.05,81.37,0,99.53,57.03,34.22,61.09
Vilnius,142.26,146.75,200.73,229.38,192.54,127.45,85.95,95.39,151.91,73.51,98.28,82.79,85.86,202.14,177.38,319.12,127.36,166.66,183.63,89.67,100.32,55.92,39.03,316.62,183.1,75.87,242.16,145.54,172.28,265.38,196.42,158.8,123.91,185.63,100.85,176.11,286.68,92.75,12.78,182.61,302.07,87.17,61.38,44.89,97.08,99.53,0,42.56,131.9,147.9
Warsaw,116.11,117.93,167.53,189.01,174.4,89.26,54.74,52.86,120.73,96.36,57.44,68.16,49.69,182.02,161.35,281.03,93.51,127.8,167.73,85.06,75.21,90.87,66.74,279.51,162.08,83.94,219.99,110.98,134.02,226.67,155.8,117.53,84.07,143.81,103.94,142.41,251.04,53.77,48.6,140.14,262.74,112.21,80.08,80.08,123.26,57.03,42.56,0,89.44,108.88
Zagreb,112.14,105.4,111.33,114.53,174.74,41.18,79.21,36.7,99.44,87.88,38.06,113.22,67.13,176.19,169.16,211.55,76.46,70.98,174.53,136.28,96.09,177.19,125.35,213.5,157.91,13.58,203.36,81.38,78.67,157.28,82.96,47.17,45.27,56.2,159.28,104.79,191.55,56.1,137.62,50.72,189.24,72.59,156.98,167.07,55.09,34.22,131.9,89.44,0,58.44
Zurich,62.63,53.18,166.0,82.13,120.14,99.17,66.26,68.48,44.5,143.85,83.35,93.22,62.36,119.94,117.36,172.17,33.36,18.92,122.0,113.05,68.22,178.15,164.86,170.98,102.92,47.24,145.09,26.76,25.51,117.82,50.34,23.54,25.13,91.59,134.09,46.41,143.95,55.35,148.62,73.97,154.21,131.03,148.9,170.17,110.25,61.09,147.9,108.88,58.44,0
